arquivo,tipo,categoria,qualidade,orientacao,uso,alt,flags,data,largura,altura,mb,segundos,rotacao,sequencia
20241213_204930.jpg,foto,outro,4,paisagem,galeria,Interior de carro esportivo clássico com porta aberta e bancos de couro,nenhum,20241213,4080,3060,2.8,,,S032
20241213_205003.jpg,foto,outro,5,retrato,galeria,Emblema Datsun 260Z em detalhe no painel do carro,nenhum,20241213,4080,3060,2.7,,,S032
20241213_205046.jpg,foto,outro,5,paisagem,galeria,Detalhe do farol e capô dianteiro de carro esportivo clássico laranja,nenhum,20241213,4080,3060,2.7,,,S032
20241213_205104.jpg,foto,outro,4,retrato,hero,Carro esportivo clássico laranja customizado dentro da oficina à noite,placa-visivel,20241213,4080,3060,3.0,,,S032
20241213_205118.jpg,foto,outro,5,paisagem,hero,Perfil lateral de carro esportivo clássico Datsun Fairlady Z laranja,nenhum,20241213,4080,3060,2.6,,,S032
20241213_205144.jpg,foto,outro,5,paisagem,hero,Traseira de carro esportivo clássico laranja customizado na oficina,placa-visivel,20241213,4080,3060,2.8,,,S032
20250508_134133.jpg,foto,som-acessorios,4,retrato,card-servico,Santo-antônio HILUX instalado na caçamba de picape,nenhum,20250508,4080,3060,3.0,,,S101
20250508_134141.jpg,foto,som-acessorios,4,retrato,card-servico,Detalhe do santo-antônio instalado sobre a caçamba da picape,nenhum,20250508,4080,3060,3.2,,,S101
20250508_134152.jpg,foto,som-acessorios,5,retrato,hero,Picape Toyota Hilux branca com capota marítima e santo-antônio instalados,nenhum,20250508,4080,3060,3.2,,,S101
20250508_141047.jpg,foto,outro,5,retrato,hero,Chevrolet Opala vermelho customizado com portas abertas na oficina,nenhum,20250508,4080,3060,3.7,,,S033
20250508_141121.jpg,foto,outro,4,retrato,galeria,Motor exposto de Chevrolet Opala vermelho com capô aberto,nenhum,20250508,4080,3060,3.3,,,S033
20250508_141243.jpg,foto,outro,4,retrato,galeria,Chevrolet Opala vermelho estacionado na rua em frente à oficina,placa-visivel,20250508,4080,3060,3.6,,,S033
20250515_222420.mp4,video,som-acessorios,5,retrato,demo-som,Central multimidia instalada em Land Rover Defender tela com radio e CarPlay,vertical,20250515,1920,1080,119.7,57,-90,S102
20250515_222558.mp4,video,som-acessorios,4,retrato,demo-som,Vista ampla do painel do Defender com central multimidia instalada,vertical,20250515,1920,1080,10.5,4,-90,S102
20250515_222940.jpg,foto,som-acessorios,4,paisagem,pagina-som,Central multimídia automotiva instalada no painel de veículo 4x4,nenhum,20250515,4080,3060,2.8,,,S102
20250515_222957(1).jpg,foto,som-acessorios,5,retrato,pagina-som,Central multimídia Pioneer instalada no painel do veículo,nenhum,20250515,4080,3060,2.8,,,S102
20250515_222957.jpg,foto,som-acessorios,5,retrato,descartar,Central multimídia Pioneer instalada no painel do veículo (duplicata),sequencia-parecida,20250515,4080,3060,2.8,,,S102
20250515_223033(1).jpg,foto,outro,5,paisagem,hero,Land Rover Defender preto na oficina com mural decorativo ao fundo,nenhum,20250515,4080,3060,3.2,,,S034
20250515_223033.jpg,foto,outro,5,paisagem,descartar,Land Rover Defender preto na oficina com mural decorativo ao fundo (duplicata),sequencia-parecida,20250515,4080,3060,3.2,,,S034
20250515_223111(1).jpg,foto,outro,5,retrato,hero,Land Rover Defender preto de frente na oficina The Dark Film,nenhum,20250515,4080,3060,3.2,,,S034
20250515_223111.jpg,foto,outro,5,retrato,descartar,Land Rover Defender preto de frente na oficina The Dark Film (duplicata),sequencia-parecida,20250515,4080,3060,3.2,,,S034
20250522_113357(1).jpg,foto,outro,4,paisagem,galeria,Painel interno de SUV moderno com central multimídia grande,nenhum,20250522,4080,3060,2.8,,,S035
20250522_113357.jpg,foto,outro,4,paisagem,descartar,Painel interno de SUV moderno com central multimídia grande (duplicata),sequencia-parecida,20250522,4080,3060,2.8,,,S035
20250522_113436.jpg,foto,pelicula-automotiva,5,paisagem,hero,SUV branco com vidros traseiros escurecidos por película na oficina,placa-visivel,20250522,4080,3060,3.8,,,S087
20250522_113443.jpg,foto,pelicula-automotiva,5,paisagem,card-servico,SUV branco com vidros escurecidos por película e pessoa ao fundo,placa-visivel;rosto-visivel,20250522,4080,3060,4.2,,,S087
20250522_113457.jpg,foto,pelicula-automotiva,5,paisagem,hero,SUV branco de frente com vidros escurecidos por película automotiva,placa-visivel,20250522,4080,3060,3.2,,,S087
20250531_122824(1).mp4,video,outro,5,retrato,galeria,Audi TT azul na frente com logo The Dark na parede da loja,vertical,20250531,1920,1080,23.1,11,-90,S036
20250531_122824.mp4,video,outro,5,retrato,galeria,Audi TT azul na frente com logo The Dark na parede da loja duplicado,vertical,20250531,1920,1080,23.1,11,-90,S036
20250531_122848.jpg,foto,pelicula-automotiva,5,retrato,hero,Audi TT azul com vidros escurecidos por película na oficina The Dark Film,nenhum,20250531,4080,3060,3.4,,,S088
20250531_122945.mp4,video,outro,5,retrato,galeria,Audi TT azul na traseira com placa The Dark Film e bandeira do Brasil,vertical,20250531,1920,1080,21.9,10,-90,S036
20250531_123004.jpg,foto,pelicula-automotiva,5,retrato,hero,Audi TT azul visto de trás com vidros e teto solar escurecidos,nenhum,20250531,4080,3060,3.3,,,S088
20250531_123014.jpg,foto,pelicula-automotiva,5,retrato,card-servico,Audi TT azul de frente com vidros escurecidos por película automotiva,placa-visivel,20250531,4080,3060,3.8,,,S088
20250531_123256.jpg,foto,pelicula-automotiva,5,retrato,hero,Audi TT azul estacionado na oficina com vidros escurecidos,nenhum,20250531,4080,3060,3.7,,,S088
20250531_123304.jpg,foto,pelicula-automotiva,5,retrato,pagina-pelicula,Detalhe da lanterna e vidro traseiro escurecido do Audi TT azul,nenhum,20250531,4080,3060,3.3,,,S088
20250531_123319(1).jpg,foto,pelicula-automotiva,5,paisagem,hero,Audi TT azul em ângulo frontal lateral com vidros escurecidos por película,nenhum,20250531,4080,3060,3.3,,,S088
20250531_123319.jpg,foto,pelicula-automotiva,5,paisagem,descartar,Audi TT azul em ângulo frontal lateral com vidros escurecidos (duplicata),sequencia-parecida,20250531,4080,3060,3.3,,,S088
20250617_124853.jpg,foto,outro,5,retrato,galeria,Interior de BMW com bancos de couro vermelho e painel digital,nenhum,20250617,4080,3060,3.3,,,S037
20250617_124917.jpg,foto,pelicula-automotiva,5,paisagem,hero,BMW Série 3 preto com porta aberta e vidros escurecidos por película,placa-visivel,20250617,4080,3060,2.9,,,S089
20250621_144439(1).jpg,foto,outro,5,paisagem,hero,Chevrolet Chevette prata rebaixado customizado na oficina,nenhum,20250621,4080,3060,2.9,,,S038
20250621_144439.jpg,foto,outro,5,paisagem,descartar,Chevrolet Chevette prata rebaixado customizado na oficina (duplicata),sequencia-parecida,20250621,4080,3060,2.9,,,S038
20250718_122513.jpg,foto,loja-fachada,4,paisagem,galeria,Picape antiga customizada estacionada em frente à loja The Dark Film,nenhum,20250718,4080,3060,4.6,,,S012
20250718_122616.jpg,foto,loja-fachada,5,retrato,hero,Fachada da loja The Dark Film com picape antiga estacionada na rua,nenhum,20250718,4080,3060,4.7,,,S012
20250718_122620.jpg,foto,loja-fachada,5,retrato,hero,Fachada da loja com rodas expostas e picape antiga em primeiro plano,nenhum,20250718,4080,3060,4.6,,,S012
20250718_122657.jpg,foto,loja-fachada,5,retrato,hero,Picape antiga com faróis amarelos em frente à vitrine de rodas da loja,nenhum,20250718,4080,3060,4.0,,,S012
20250718_122707.jpg,foto,loja-fachada,5,retrato,hero,Picape antiga estacionada em frente à loja com caminhão ao fundo,nenhum,20250718,4080,3060,4.0,,,S012
20250913_130618.jpg,foto,pelicula-automotiva,5,retrato,hero,Hatch elétrico cinza com vidros escurecidos por película na oficina,nenhum,20250913,4080,3060,3.2,,,S090
20250913_130624(1).jpg,foto,produto-avulso,4,retrato,galeria,Detalhe de porta-placa traseiro com logo The Dark Film em carro cinza,sequencia-parecida,20250913,4080,3060,2.6,,,S098
20250913_130624.jpg,foto,produto-avulso,4,retrato,descartar,Detalhe de porta-placa traseiro com logo The Dark Film em carro cinza (duplicata),sequencia-parecida,20250913,4080,3060,2.6,,,S098
20250913_130646.jpg,foto,outro,4,retrato,galeria,Carro customizado cinza estacionado na loja com vidros escurecidos e placa visível,placa-visivel,20250913,4080,3060,3.1,,,S040
20250913_130723.jpg,foto,outro,4,retrato,galeria,Traseira de carro customizado com porta-placa The Dark Film e difusor vermelho,sequencia-parecida,20250913,4080,3060,3.3,,,S040
20250924_123944(1).jpg,foto,outro,4,retrato,galeria,Bicicleta motorizada vermelha decorativa ao lado de bomba de combustível antiga,placa-visivel;sequencia-parecida,20250924,4080,3060,4.0,,,S042
20250924_123944.jpg,foto,outro,4,retrato,descartar,Bicicleta motorizada vermelha decorativa ao lado de bomba antiga (duplicata),placa-visivel;sequencia-parecida,20250924,4080,3060,4.0,,,S042
20250924_123956(1).jpg,foto,outro,4,retrato,galeria,Bicicleta motorizada vermelha decorativa dentro da loja com piso xadrez,sequencia-parecida,20250924,4080,3060,3.3,,,S042
20250924_123956.jpg,foto,outro,4,retrato,descartar,Bicicleta motorizada vermelha decorativa dentro da loja (duplicata),sequencia-parecida,20250924,4080,3060,3.3,,,S042
20250924_172715(1).jpg,foto,outro,3,retrato,galeria,Bicicleta decorativa vermelha na loja com clientes sentados ao fundo,rosto-visivel;bagunca-no-fundo,20250924,4080,3060,3.5,,,S043
20250924_172715.jpg,foto,outro,3,retrato,descartar,Bicicleta decorativa vermelha na loja com clientes ao fundo (duplicata),rosto-visivel;bagunca-no-fundo;sequencia-parecida,20250924,4080,3060,3.5,,,S043
20250924_172929.jpg,foto,outro,3,retrato,galeria,Bicicleta Harley-Davidson decorativa preta dentro da loja com pneus empilhados,bagunca-no-fundo,20250924,4080,3060,3.3,,,S043
20250924_173421.jpg,foto,loja-fachada,4,retrato,hero,Bicicleta Harley-Davidson decorativa na entrada da loja em dia de chuva,nenhum,20250924,4080,3060,3.3,,,S013
20251002_103707.jpg,foto,outro,3,retrato,galeria,Scooter Lambretta antiga azul e creme exposta dentro da loja,bagunca-no-fundo,20251002,4080,3060,3.2,,,S044
20251008_100352.jpg,foto,outro,3,retrato,galeria,Scooter Lambretta antiga azul e creme ao lado de bicicleta vermelha,bagunca-no-fundo,20251008,4080,3060,3.4,,,S045
20251008_100452.jpg,foto,outro,4,retrato,galeria,Scooter Lambretta antiga na calçada em frente à loja com placa visível,placa-visivel,20251008,4080,3060,4.1,,,S045
20251008_100459.jpg,foto,outro,4,retrato,galeria,Scooter Lambretta 150 LD azul e creme na calçada em close-up,nenhum,20251008,4080,3060,4.4,,,S045
20251023_115043.jpg,foto,outro,3,paisagem,galeria,Oficina com carros e projetos em restauração (picape; sedã; réplica F1),bagunca-no-fundo;placa-visivel,20251023,4080,3060,3.9,,,S046
20251023_115135.jpg,foto,outro,3,paisagem,galeria,Oficina com carros e projetos em restauração em outro ângulo,bagunca-no-fundo;sequencia-parecida,20251023,3264,2448,2.3,,,S046
20251023_115219.jpg,foto,outro,3,paisagem,galeria,Traseira de picape antiga com feno na caçamba e réplica F1 ao fundo,bagunca-no-fundo;sequencia-parecida,20251023,3264,2448,2.9,,,S046
20251107_194842.jpg,foto,outro,5,retrato,hero,Picape azul customizada com rodas esportivas em frente a mural da loja,nenhum,20251107,4080,3060,3.5,,,S047
20251107_194859.jpg,foto,outro,4,retrato,galeria,Picape azul customizada em vista ampla do interior da loja,sequencia-parecida,20251107,3264,2448,2.3,,,S047
20251107_195505.jpg,foto,outro,3,retrato,galeria,Motor exposto de carro antigo azul em manutenção com capô aberto,nenhum,20251107,4080,3060,3.0,,,S047
20251107_195512.jpg,foto,outro,5,retrato,hero,Picape azul customizada com capô aberto mostrando o motor,sequencia-parecida;placa-visivel,20251107,4080,3060,3.2,,,S047
20251107_195532(1).jpg,foto,outro,4,retrato,galeria,Picape azul customizada de frente com capô aberto e faróis auxiliares,sequencia-parecida;placa-visivel,20251107,4080,3060,3.4,,,S047
20251107_195532.jpg,foto,outro,4,retrato,descartar,Picape azul customizada de frente com capô aberto (duplicata),sequencia-parecida;placa-visivel,20251107,4080,3060,3.4,,,S047
20251111_162053(1).jpg,foto,som-acessorios,4,retrato,pagina-som,Central multimídia recém-instalada no painel de um carro com tela ligada,nenhum,20251111,4080,3060,2.8,,,S103
20251111_162053.jpg,foto,som-acessorios,4,retrato,descartar,Central multimídia recém-instalada no painel de um carro (duplicata),sequencia-parecida,20251111,4080,3060,2.8,,,S103
20251111_163411.jpg,foto,som-acessorios,3,retrato,pagina-som,Caixa de produto de central multimídia Yorks sobre o capô de um carro,bagunca-no-fundo,20251111,4080,3060,2.7,,,S104
20251113_124703(1).mp4,video,pelicula-automotiva,5,retrato,hero-video,Maos aplicando pelicula com espatula no vidro traseiro lateral por dentro do carro,vertical,20251113,1280,720,8.5,5,-90,S091
20251113_124703.mp4,video,pelicula-automotiva,5,retrato,bloco-servico,Mesma aplicacao de pelicula no vidro por dentro do carro duplicado,vertical,20251113,1280,720,8.5,5,-90,S091
20251113_124812(1).mp4,video,outro,4,retrato,bloco-servico,Funcionario de costas com camisa The Dark Film trabalhando em conversivel branco,vertical,20251113,1280,720,19.2,13,-90,S048
20251113_124812.mp4,video,outro,4,retrato,bloco-servico,Mesma cena do funcionario com o conversivel branco duplicado,vertical,20251113,1280,720,19.2,13,-90,S048
20251113_124841.jpg,foto,pelicula-automotiva,3,retrato,pagina-pelicula,Técnico mexendo na traseira de um conversível branco dentro da loja,rosto-visivel,20251113,4080,3060,3.8,,,S091
20251113_235340(1).jpg,foto,outro,4,retrato,galeria,Conversível branco com capota vermelha estacionado dentro da loja,nenhum,20251113,4080,3060,3.3,,,S049
20251113_235340.jpg,foto,outro,4,retrato,descartar,Conversível branco com capota vermelha dentro da loja (duplicata),sequencia-parecida,20251113,4080,3060,3.3,,,S049
20251113_235556(1).jpg,foto,outro,4,retrato,galeria,Traseira de conversível branco com porta-placa The Dark Film,nenhum,20251113,4080,3060,3.3,,,S049
20251113_235556.jpg,foto,outro,4,retrato,descartar,Traseira de conversível branco com porta-placa The Dark Film (duplicata),sequencia-parecida,20251113,4080,3060,3.3,,,S049
20251202_120006.jpg,foto,outro,3,retrato,descartar,Painel de SUV elétrico com tela grande; motorista refletido no retrovisor,rosto-visivel;reflexo-forte,20251202,4080,3060,3.0,,,S050
20251204_163216.jpg,foto,outro,4,retrato,hero,Réplica de carro de Fórmula 1 com pintura Marlboro exposta na loja,nenhum,20251204,4080,3060,3.7,,,S051
20251204_163249.jpg,foto,outro,3,retrato,galeria,Réplica de Fórmula 1 exposta na loja com pessoa ao fundo desfocada,bagunca-no-fundo,20251204,4080,3060,4.1,,,S051
20251204_163305.jpg,foto,outro,4,retrato,galeria,Detalhe da roda e asa traseira da réplica de Fórmula 1,nenhum,20251204,4080,3060,3.6,,,S051
20251204_163314.jpg,foto,outro,4,retrato,hero,Réplica de Fórmula 1 vista frontal com piso molhado refletindo luzes,reflexo-forte,20251204,4080,3060,2.9,,,S051
20251204_163359.mp4,video,loja-fachada,4,retrato,galeria,Replica de carro de F1 decorativa na loja paredes com placas antigas,vertical,20251204,1280,720,19.0,12,-90,S014
20251204_163421.mp4,video,loja-fachada,4,retrato,galeria,Replica de F1 outro angulo letreiro A1000m ao fundo,vertical,20251204,1280,720,19.0,12,-90,S014
20251204_163441.mp4,video,loja-fachada,4,retrato,galeria,Replica de F1 com letreiro The Dark film & sound ao fundo,vertical,20251204,1280,720,13.9,9,-90,S014
