arquivo,categoria,qualidade,orientacao,uso,alt,flags
20250515_223111.jpg,outro,5,retrato,descartar,Land Rover Defender preto de frente na oficina The Dark Film (duplicata),sequencia-parecida
20250522_113357(1).jpg,outro,4,paisagem,galeria,Painel interno de SUV moderno com central multimídia grande,nenhum
20250522_113357.jpg,outro,4,paisagem,descartar,Painel interno de SUV moderno com central multimídia grande (duplicata),sequencia-parecida
20250522_113436.jpg,pelicula-automotiva,5,paisagem,hero,SUV branco com vidros traseiros escurecidos por película na oficina,placa-visivel
20250522_113443.jpg,pelicula-automotiva,5,paisagem,card-servico,SUV branco com vidros escurecidos por película e pessoa ao fundo,placa-visivel;rosto-visivel
20250522_113457.jpg,pelicula-automotiva,5,paisagem,hero,SUV branco de frente com vidros escurecidos por película automotiva,placa-visivel
20250531_122848.jpg,pelicula-automotiva,5,retrato,hero,Audi TT azul com vidros escurecidos por película na oficina The Dark Film,nenhum
20250531_123004.jpg,pelicula-automotiva,5,retrato,hero,Audi TT azul visto de trás com vidros e teto solar escurecidos,nenhum
20250531_123014.jpg,pelicula-automotiva,5,retrato,card-servico,Audi TT azul de frente com vidros escurecidos por película automotiva,placa-visivel
20250531_123256.jpg,pelicula-automotiva,5,retrato,hero,Audi TT azul estacionado na oficina com vidros escurecidos,nenhum
20250531_123304.jpg,pelicula-automotiva,5,retrato,pagina-pelicula,Detalhe da lanterna e vidro traseiro escurecido do Audi TT azul,nenhum
20250531_123319(1).jpg,pelicula-automotiva,5,paisagem,hero,Audi TT azul em ângulo frontal lateral com vidros escurecidos por película,nenhum
20250531_123319.jpg,pelicula-automotiva,5,paisagem,descartar,Audi TT azul em ângulo frontal lateral com vidros escurecidos (duplicata),sequencia-parecida
20250617_124853.jpg,outro,5,retrato,galeria,Interior de BMW com bancos de couro vermelho e painel digital,nenhum
20250617_124917.jpg,pelicula-automotiva,5,paisagem,hero,BMW Série 3 preto com porta aberta e vidros escurecidos por película,placa-visivel
20250621_144439(1).jpg,outro,5,paisagem,hero,Chevrolet Chevette prata rebaixado customizado na oficina,nenhum
20250621_144439.jpg,outro,5,paisagem,descartar,Chevrolet Chevette prata rebaixado customizado na oficina (duplicata),sequencia-parecida
20250718_122513.jpg,loja-fachada,4,paisagem,galeria,Picape antiga customizada estacionada em frente à loja The Dark Film,nenhum
20250718_122616.jpg,loja-fachada,5,retrato,hero,Fachada da loja The Dark Film com picape antiga estacionada na rua,nenhum
20250718_122620.jpg,loja-fachada,5,retrato,hero,Fachada da loja com rodas expostas e picape antiga em primeiro plano,nenhum
20250718_122657.jpg,loja-fachada,5,retrato,hero,Picape antiga com faróis amarelos em frente à vitrine de rodas da loja,nenhum
20250718_122707.jpg,loja-fachada,5,retrato,hero,Picape antiga estacionada em frente à loja com caminhão ao fundo,nenhum
20250913_130618.jpg,pelicula-automotiva,5,retrato,hero,Hatch elétrico cinza com vidros escurecidos por película na oficina,nenhum
