arquivo,categoria,qualidade,orientacao,uso,alt,flags
20251023_115219.jpg,outro,3,paisagem,galeria,Traseira de picape antiga com feno na caçamba e réplica F1 ao fundo,bagunca-no-fundo;sequencia-parecida
20251107_194842.jpg,outro,5,retrato,hero,Picape azul customizada com rodas esportivas em frente a mural da loja,nenhum
20251107_194859.jpg,outro,4,retrato,galeria,Picape azul customizada em vista ampla do interior da loja,sequencia-parecida
20251107_195505.jpg,outro,3,retrato,galeria,Motor exposto de carro antigo azul em manutenção com capô aberto,nenhum
20251107_195512.jpg,outro,5,retrato,hero,Picape azul customizada com capô aberto mostrando o motor,sequencia-parecida;placa-visivel
20251107_195532(1).jpg,outro,4,retrato,galeria,Picape azul customizada de frente com capô aberto e faróis auxiliares,sequencia-parecida;placa-visivel
20251107_195532.jpg,outro,4,retrato,descartar,Picape azul customizada de frente com capô aberto (duplicata),sequencia-parecida;placa-visivel
20251111_162053(1).jpg,som-acessorios,4,retrato,pagina-som,Central multimídia recém-instalada no painel de um carro com tela ligada,nenhum
20251111_162053.jpg,som-acessorios,4,retrato,descartar,Central multimídia recém-instalada no painel de um carro (duplicata),sequencia-parecida
20251111_163411.jpg,som-acessorios,3,retrato,pagina-som,Caixa de produto de central multimídia Yorks sobre o capô de um carro,bagunca-no-fundo
20251113_124841.jpg,pelicula-automotiva,3,retrato,pagina-pelicula,Técnico mexendo na traseira de um conversível branco dentro da loja,rosto-visivel
20251113_235340(1).jpg,outro,4,retrato,galeria,Conversível branco com capota vermelha estacionado dentro da loja,nenhum
20251113_235340.jpg,outro,4,retrato,descartar,Conversível branco com capota vermelha dentro da loja (duplicata),sequencia-parecida
20251113_235556(1).jpg,outro,4,retrato,galeria,Traseira de conversível branco com porta-placa The Dark Film,nenhum
20251113_235556.jpg,outro,4,retrato,descartar,Traseira de conversível branco com porta-placa The Dark Film (duplicata),sequencia-parecida
20251202_120006.jpg,outro,3,retrato,descartar,Painel de SUV elétrico com tela grande; motorista refletido no retrovisor,rosto-visivel;reflexo-forte
20251204_163216.jpg,outro,4,retrato,hero,Réplica de carro de Fórmula 1 com pintura Marlboro exposta na loja,nenhum
20251204_163249.jpg,outro,3,retrato,galeria,Réplica de Fórmula 1 exposta na loja com pessoa ao fundo desfocada,bagunca-no-fundo
20251204_163305.jpg,outro,4,retrato,galeria,Detalhe da roda e asa traseira da réplica de Fórmula 1,nenhum
20251204_163314.jpg,outro,4,retrato,hero,Réplica de Fórmula 1 vista frontal com piso molhado refletindo luzes,reflexo-forte
20251204_163503.jpg,outro,4,retrato,galeria,Réplica de Fórmula 1 em vista frontal ampla com decoração da loja,bagunca-no-fundo;sequencia-parecida
20251204_163510.jpg,outro,4,retrato,galeria,Réplica de Fórmula 1 em vista frontal em ângulo diferente,bagunca-no-fundo;sequencia-parecida
20260130_112558.jpg,pelicula-arquitetonica,3,retrato,pagina-pelicula,Casa moderna com grandes janelas de vidro escurecido vista da rua,nenhum
20260204_160816.jpg,outro,3,retrato,galeria,SUV preto customizado de traseira com placa visível e pessoa ao fundo,placa-visivel;rosto-visivel;bagunca-no-fundo
20260204_160827.jpg,outro,4,retrato,galeria,Detalhe de lanterna traseira e paralama de SUV preto customizado,reflexo-forte
20260204_160912(1).jpg,outro,4,retrato,galeria,SUV preto customizado de frente com caixas da 3M ao fundo na loja,placa-visivel;bagunca-no-fundo;sequencia-parecida
20260204_160912.jpg,outro,4,retrato,descartar,SUV preto customizado de frente com caixas da 3M ao fundo (duplicata),placa-visivel;bagunca-no-fundo;sequencia-parecida
20260214_121844.jpg,som-acessorios,4,retrato,pagina-som,Central multimídia instalada em painel; vitrine de produtos de som ao fundo,bagunca-no-fundo
20260214_121857.jpg,som-acessorios,4,retrato,galeria,Central multimídia mostrando tela de pareamento com Android Auto,bagunca-no-fundo;sequencia-parecida
20260214_121918.jpg,som-acessorios,3,retrato,pagina-som,Painel de carro com central multimídia e vitrine da loja ao fundo,bagunca-no-fundo
20260214_121928.jpg,som-acessorios,3,retrato,pagina-som,Painel de carro com central multimídia e GPS; placa decorativa ao fundo,bagunca-no-fundo;sequencia-parecida
20260214_121942.jpg,som-acessorios,3,retrato,pagina-som,Interior de carro com central multimídia e decoração retrô ao fundo,bagunca-no-fundo;sequencia-parecida
20260214_195020.jpg,outro,4,retrato,galeria,Sedã azul antigo exposto na loja; mural com furgões ao fundo; placa visível,placa-visivel
